Generated by http://statistics.gov.scot,2020-12-07T13:29:45+00:00
http://statistics.gov.scot/data/age-at-first-birth,Age of First Time Mothers
Reference Period,2013/14-2015/16
Age,19 years and under
Measure (cell values): ,"Count(First Time Mothers), Ratio(Percent Of First Time Mothers)"

,,http://statistics.gov.scot/def/measure-properties/count,http://statistics.gov.scot/def/measure-properties/ratio
http://statistics.gov.scot/id/statistical-geography/S01008993,"Ratho, Ingliston and Gogar - 01",0,0
http://statistics.gov.scot/id/statistical-geography/S01008994,"Ratho, Ingliston and Gogar - 02",0,0
http://statistics.gov.scot/id/statistical-geography/S01008995,"Ratho, Ingliston and Gogar - 03",1,25
http://statistics.gov.scot/id/statistical-geography/S01008996,"Ratho, Ingliston and Gogar - 04",0,0
http://statistics.gov.scot/id/statistical-geography/S01009530,Ravenscraig,0,0
http://statistics.gov.scot/id/statistical-geography/S01009497,Redcraigs,2,10.53
http://statistics.gov.scot/id/statistical-geography/S01009211,Redding - 01,1,12.5
http://statistics.gov.scot/id/statistical-geography/S01009212,Redding - 02,1,10
http://statistics.gov.scot/id/statistical-geography/S01009213,Redding - 03,4,25
http://statistics.gov.scot/id/statistical-geography/S01009214,Redding - 04,1,4.76
http://statistics.gov.scot/id/statistical-geography/S01009190,Reddingmuirhead and Overton - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01009191,Reddingmuirhead and Overton - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01009192,Reddingmuirhead and Overton - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01009193,Reddingmuirhead and Overton - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01012174,Renfrew East - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01012175,Renfrew East - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01012176,Renfrew East - 03,1,16.67
http://statistics.gov.scot/id/statistical-geography/S01012177,Renfrew East - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01012178,Renfrew East - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01012179,Renfrew East - 06,1,50
http://statistics.gov.scot/id/statistical-geography/S01012180,Renfrew East - 07,0,0
http://statistics.gov.scot/id/statistical-geography/S01012181,Renfrew East - 08,1,6.67
http://statistics.gov.scot/id/statistical-geography/S01012182,Renfrew North - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01012183,Renfrew North - 02,1,3.85
http://statistics.gov.scot/id/statistical-geography/S01012184,Renfrew North - 03,1,3.12
http://statistics.gov.scot/id/statistical-geography/S01012185,Renfrew North - 04,1,6.67
http://statistics.gov.scot/id/statistical-geography/S01012186,Renfrew North - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01012187,Renfrew North - 06,2,28.57
http://statistics.gov.scot/id/statistical-geography/S01012168,Renfrew South - 01,1,10
http://statistics.gov.scot/id/statistical-geography/S01012169,Renfrew South - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01012170,Renfrew South - 03,2,14.29
http://statistics.gov.scot/id/statistical-geography/S01012171,Renfrew South - 04,1,6.25
http://statistics.gov.scot/id/statistical-geography/S01012172,Renfrew South - 05,1,6.25
http://statistics.gov.scot/id/statistical-geography/S01012173,Renfrew South - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01012159,Renfrew West - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01012160,Renfrew West - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01012161,Renfrew West - 03,1,25
http://statistics.gov.scot/id/statistical-geography/S01012162,Renfrew West - 04,1,3.7
http://statistics.gov.scot/id/statistical-geography/S01012163,Renfrew West - 05,2,9.52
http://statistics.gov.scot/id/statistical-geography/S01012164,Renfrew West - 06,1,6.67
http://statistics.gov.scot/id/statistical-geography/S01012165,Renfrew West - 07,1,6.25
http://statistics.gov.scot/id/statistical-geography/S01012166,Renfrew West - 08,0,0
http://statistics.gov.scot/id/statistical-geography/S01012167,Renfrew West - 09,0,0
http://statistics.gov.scot/id/statistical-geography/S01012028,Renfrewshire Rural North and Langbank - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01012029,Renfrewshire Rural North and Langbank - 02,1,5.88
http://statistics.gov.scot/id/statistical-geography/S01012030,Renfrewshire Rural North and Langbank - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01012031,Renfrewshire Rural North and Langbank - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01012032,Renfrewshire Rural North and Langbank - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01012023,Renfrewshire Rural South and Howwood - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01012024,Renfrewshire Rural South and Howwood - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01012025,Renfrewshire Rural South and Howwood - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01012026,Renfrewshire Rural South and Howwood - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01012027,Renfrewshire Rural South and Howwood - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01008751,Restalrig (Loganlea) and Craigentinny West - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01008752,Restalrig (Loganlea) and Craigentinny West - 02,1,11.11
http://statistics.gov.scot/id/statistical-geography/S01008753,Restalrig (Loganlea) and Craigentinny West - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01008754,Restalrig (Loganlea) and Craigentinny West - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01008755,Restalrig (Loganlea) and Craigentinny West - 05,1,5.88
http://statistics.gov.scot/id/statistical-geography/S01008756,Restalrig and Lochend - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01008757,Restalrig and Lochend - 02,2,18.18
http://statistics.gov.scot/id/statistical-geography/S01008758,Restalrig and Lochend - 03,2,18.18
http://statistics.gov.scot/id/statistical-geography/S01008759,Restalrig and Lochend - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01008760,Restalrig and Lochend - 05,3,33.33
http://statistics.gov.scot/id/statistical-geography/S01008761,Restalrig and Lochend - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01012312,Reston and Coldingham Moor Area,1,12.5
http://statistics.gov.scot/id/statistical-geography/S01007494,Rhins North - 01,1,12.5
http://statistics.gov.scot/id/statistical-geography/S01007495,Rhins North - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01007496,Rhins North - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01007497,Rhins North - 04,1,16.67
http://statistics.gov.scot/id/statistical-geography/S01007498,Rhins North - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01007499,Rhins South - 01,1,12.5
http://statistics.gov.scot/id/statistical-geography/S01007500,Rhins South - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01007501,Rhins South - 03,1,33.33
http://statistics.gov.scot/id/statistical-geography/S01010172,Riddrie and Hogganfield - 01,1,25
http://statistics.gov.scot/id/statistical-geography/S01010173,Riddrie and Hogganfield - 02,1,8.33
http://statistics.gov.scot/id/statistical-geography/S01010174,Riddrie and Hogganfield - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01010175,Riddrie and Hogganfield - 04,1,11.11
http://statistics.gov.scot/id/statistical-geography/S01010176,Riddrie and Hogganfield - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01010177,Riddrie and Hogganfield - 06,1,7.69
http://statistics.gov.scot/id/statistical-geography/S01010178,Riddrie and Hogganfield - 07,2,14.29
http://statistics.gov.scot/id/statistical-geography/S01009570,Rimbleton East,2,16.67
http://statistics.gov.scot/id/statistical-geography/S01009569,Rimbleton North,1,8.33
http://statistics.gov.scot/id/statistical-geography/S01009568,Rimbleton West,3,21.43
http://statistics.gov.scot/id/statistical-geography/S01010186,Robroyston and Millerston - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01010187,Robroyston and Millerston - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01010188,Robroyston and Millerston - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01010189,Robroyston and Millerston - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01010190,Robroyston and Millerston - 05,1,6.25
http://statistics.gov.scot/id/statistical-geography/S01010191,Robroyston and Millerston - 06,1,7.14
http://statistics.gov.scot/id/statistical-geography/S01010192,Robroyston and Millerston - 07,0,0
http://statistics.gov.scot/id/statistical-geography/S01010193,Robroyston and Millerston - 08,1,14.29
http://statistics.gov.scot/id/statistical-geography/S01008141,Rosebank and Waterside - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01008142,Rosebank and Waterside - 02,1,9.09
http://statistics.gov.scot/id/statistical-geography/S01008143,Rosebank and Waterside - 03,1,10
http://statistics.gov.scot/id/statistical-geography/S01008144,Rosebank and Waterside - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01007103,Rosehearty and Strathbeg - 01,1,10
http://statistics.gov.scot/id/statistical-geography/S01007104,Rosehearty and Strathbeg - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01007105,Rosehearty and Strathbeg - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01007106,Rosehearty and Strathbeg - 04,1,11.11
http://statistics.gov.scot/id/statistical-geography/S01007107,Rosehearty and Strathbeg - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01007108,Rosehearty and Strathbeg - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01007109,Rosehearty and Strathbeg - 07,1,10
http://statistics.gov.scot/id/statistical-geography/S01007110,Rosehearty and Strathbeg - 08,0,0
http://statistics.gov.scot/id/statistical-geography/S01007111,Rosehearty and Strathbeg - 09,1,14.29
http://statistics.gov.scot/id/statistical-geography/S01006564,Rosemount - 01,1,5.88
http://statistics.gov.scot/id/statistical-geography/S01006565,Rosemount - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01006566,Rosemount - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01006567,Rosemount - 04,2,12.5
http://statistics.gov.scot/id/statistical-geography/S01006568,Rosemount - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01006569,Rosemount - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01006570,Rosemount - 07,0,0
http://statistics.gov.scot/id/statistical-geography/S01010957,Roslin and Bilston - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01010958,Roslin and Bilston - 02,1,20
http://statistics.gov.scot/id/statistical-geography/S01010959,Roslin and Bilston - 03,1,12.5
http://statistics.gov.scot/id/statistical-geography/S01010960,Roslin and Bilston - 04,2,20
http://statistics.gov.scot/id/statistical-geography/S01010961,Roslin and Bilston - 05,2,50
http://statistics.gov.scot/id/statistical-geography/S01010695,Ross and Cromarty Central - 01,1,16.67
http://statistics.gov.scot/id/statistical-geography/S01010696,Ross and Cromarty Central - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01010697,Ross and Cromarty Central - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01010698,Ross and Cromarty Central - 04,1,8.33
http://statistics.gov.scot/id/statistical-geography/S01010699,Ross and Cromarty East - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01010700,Ross and Cromarty East - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01010701,Ross and Cromarty East - 03,1,10
http://statistics.gov.scot/id/statistical-geography/S01010702,Ross and Cromarty East - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01010690,Ross and Cromarty North West - 01,1,11.11
http://statistics.gov.scot/id/statistical-geography/S01010691,Ross and Cromarty North West - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01010692,Ross and Cromarty North West - 03,1,11.11
http://statistics.gov.scot/id/statistical-geography/S01010693,Ross and Cromarty North West - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01010694,Ross and Cromarty North West - 05,1,33.33
http://statistics.gov.scot/id/statistical-geography/S01010686,Ross and Cromarty South West - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01010687,Ross and Cromarty South West - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01010688,Ross and Cromarty South West - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01010689,Ross and Cromarty South West - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01009363,Rosyth Camdean,3,33.33
http://statistics.gov.scot/id/statistical-geography/S01009377,Rosyth Dockyard and Castle,3,15
http://statistics.gov.scot/id/statistical-geography/S01009369,Rosyth Kings East,2,28.57
http://statistics.gov.scot/id/statistical-geography/S01009366,Rosyth Kings North,0,0
http://statistics.gov.scot/id/statistical-geography/S01009373,Rosyth Kings South,2,13.33
http://statistics.gov.scot/id/statistical-geography/S01009378,Rosyth Pease Hill East,2,11.11
http://statistics.gov.scot/id/statistical-geography/S01009379,Rosyth Pease Hill North,2,10.53
http://statistics.gov.scot/id/statistical-geography/S01009380,Rosyth Pease Hill South,0,0
http://statistics.gov.scot/id/statistical-geography/S01009368,Rosyth Wilderness East,0,0
http://statistics.gov.scot/id/statistical-geography/S01009370,Rosyth Wilderness North,0,0
http://statistics.gov.scot/id/statistical-geography/S01007344,Rothesay Town - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01007345,Rothesay Town - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01007346,Rothesay Town - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01007347,Rothesay Town - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01007348,Rothesay Town - 05,1,16.67
http://statistics.gov.scot/id/statistical-geography/S01007349,Rothesay Town - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01007350,Rothesay Town - 07,0,0
http://statistics.gov.scot/id/statistical-geography/S01012343,Roxburgh Heiton Eckford Area,0,0
http://statistics.gov.scot/id/statistical-geography/S01010228,"Roystonhill, Blochairn, and Provanmill - 01",3,15
http://statistics.gov.scot/id/statistical-geography/S01010229,"Roystonhill, Blochairn, and Provanmill - 02",2,8.33
http://statistics.gov.scot/id/statistical-geography/S01010230,"Roystonhill, Blochairn, and Provanmill - 03",1,5
http://statistics.gov.scot/id/statistical-geography/S01010231,"Roystonhill, Blochairn, and Provanmill - 04",3,20
http://statistics.gov.scot/id/statistical-geography/S01010232,"Roystonhill, Blochairn, and Provanmill - 05",0,0
http://statistics.gov.scot/id/statistical-geography/S01010233,"Roystonhill, Blochairn, and Provanmill - 06",0,0
http://statistics.gov.scot/id/statistical-geography/S01010315,Ruchill - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01010316,Ruchill - 02,1,9.09
http://statistics.gov.scot/id/statistical-geography/S01010317,Ruchill - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01010318,Ruchill - 04,1,4.35
http://statistics.gov.scot/id/statistical-geography/S01010319,Ruchill - 05,1,5.56
http://statistics.gov.scot/id/statistical-geography/S01010320,Ruchill - 06,1,14.29
http://statistics.gov.scot/id/statistical-geography/S01010321,Ruchill - 07,0,0
http://statistics.gov.scot/id/statistical-geography/S01010322,Ruchill - 08,0,0
http://statistics.gov.scot/id/statistical-geography/S01011055,Rural Keith and Strathisla - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01011056,Rural Keith and Strathisla - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01011057,Rural Keith and Strathisla - 03,1,14.29
http://statistics.gov.scot/id/statistical-geography/S01011058,Rural Keith and Strathisla - 04,1,25
http://statistics.gov.scot/id/statistical-geography/S01011059,Rural Keith and Strathisla - 05,1,20
