feature_code,year,measurement,units,value,scottish_health_survey_indicator,sex,council_name,long,lat
S12000047,2018,Percent,Percent Of Adults,11,Fruit & vegetable consumption: None,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,28,Alcohol consumption: Hazardous/Harmful drinker,Male,Fife,-2.98235,56.23117
S12000047,2019,Mean,WEMWBS Score,49.3,Mental wellbeing,Female,Fife,-2.98235,56.23117
S12000047,2019,Mean,WEMWBS Score,49.9,Mental wellbeing,All,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,9,Fruit & vegetable consumption: None,Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,29,Life satisfaction: Mode (8),Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,9,Fruit & vegetable consumption: None,Female,Fife,-2.98235,56.23117
S12000047,2018,Mean,WEMWBS Score,49.5,Mental wellbeing,Female,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,11,E-cigarette use: Ever previously used,Male,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,69,Obesity: Not obese,Male,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,10,E-cigarette use: Ever previously used,Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,10,E-cigarette use: Ever previously used,Male,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,72,Overweight: Overweight (including obese),Male,Fife,-2.98235,56.23117
S12000047,2018,Mean,WEMWBS Score,50.5,Mental wellbeing,Male,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,24,Fruit & vegetable consumption: 5 portions or more,Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,69,Obesity: Not obese,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,11,E-cigarette use: Ever previously used,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,68,Fruit & vegetable consumption: Less than 5 portions,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,56,Smoking status: Never smoked/Used to smoke occasionally,Female,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,55,Smoking status: Never smoked/Used to smoke occasionally,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,68,Fruit & vegetable consumption: Less than 5 portions,Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,55,Smoking status: Never smoked/Used to smoke occasionally,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,21,Self-assessed general health: Fair,Male,Fife,-2.98235,56.23117
S12000047,2019,Mean,WEMWBS Score,50.7,Mental wellbeing,Male,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,20,Self-assessed general health: Fair,All,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,21,Smoking status: Current smoker,Male,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,51,Smoking status: Never smoked/Used to smoke occasionally,Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,14,Fruit & vegetable consumption: None,Male,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,12,Alcohol consumption: Non-drinker,Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,11,Fruit & vegetable consumption: None,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,53,Smoking status: Never smoked/Used to smoke occasionally,Male,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,58,Smoking status: Never smoked/Used to smoke occasionally,Female,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,13,Fruit & vegetable consumption: None,Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,67,Alcohol consumption: Moderate drinker,Female,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,66,Alcohol consumption: Moderate drinker,Female,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,66,Overweight: Overweight (including obese),Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,61,Alcohol consumption: Moderate drinker,Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,27,Smoking status: Used to smoke regularly,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,83,E-cigarette use: Never used,Male,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,82,E-cigarette use: Never used,All,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,69,Overweight: Overweight (including obese),All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,67,Overweight: Overweight (including obese),Female,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,25,Smoking status: Used to smoke regularly,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,68,Overweight: Overweight (including obese),All,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,23,Smoking status: Used to smoke regularly,Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,29,Smoking status: Used to smoke regularly,Male,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,28,Smoking status: Used to smoke regularly,Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,64,Alcohol consumption: Moderate drinker,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,26,Smoking status: Used to smoke regularly,Female,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,61,Alcohol consumption: Moderate drinker,Male,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,64,Alcohol consumption: Moderate drinker,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,28,Life satisfaction: Mode (8),Male,Fife,-2.98235,56.23117
S12000047,2018,Mean,WEMWBS Score,50,Mental wellbeing,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,81,E-cigarette use: Never used,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,81,E-cigarette use: Never used,Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,71,Obesity: Not obese,Male,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,19,Fruit & vegetable consumption: 5 portions or more,Male,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,67,Fruit & vegetable consumption: Less than 5 portions,Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,18,Fruit & vegetable consumption: 5 portions or more,Male,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,68,Obesity: Not obese,All,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,67,Fruit & vegetable consumption: Less than 5 portions,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,21,Fruit & vegetable consumption: 5 portions or more,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,66,Obesity: Not obese,Female,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,68,Obesity: Not obese,Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,23,Fruit & vegetable consumption: 5 portions or more,Female,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,82,E-cigarette use: Never used,Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,29,Life satisfaction: Mode (8),All,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,82,E-cigarette use: Never used,Female,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,22,Fruit & vegetable consumption: 5 portions or more,All,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,9,E-cigarette use: Currently using,Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,9,E-cigarette use: Currently using,Female,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,67,Fruit & vegetable consumption: Less than 5 portions,Female,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,7,E-cigarette use: Currently using,Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,7,E-cigarette use: Currently using,Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,69,Overweight: Overweight (including obese),Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,21,Self-assessed general health: Fair,Female,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,68,Summary activity levels: Meets recommendations,Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,63,Summary activity levels: Meets recommendations,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,8,E-cigarette use: Currently using,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,18,Smoking status: Current smoker,Female,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,19,Smoking status: Current smoker,Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,18,Smoking status: Current smoker,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,21,Self-assessed general health: Fair,All,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,15,Alcohol consumption: Non-drinker,All,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,20,Self-assessed general health: Fair,Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,68,Fruit & vegetable consumption: Less than 5 portions,Male,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,18,Alcohol consumption: Non-drinker,Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,15,Alcohol consumption: Non-drinker,Female,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,58,Summary activity levels: Meets recommendations,Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,18,Smoking status: Current smoker,Male,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,20,Smoking status: Current smoker,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,12,Alcohol consumption: Non-drinker,Male,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,8,E-cigarette use: Currently using,All,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,21,Self-assessed general health: Fair,Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,14,Alcohol consumption: Non-drinker,All,Fife,-2.98235,56.23117
S12000049,2018,Mean,Portions of fruit & vegetables,3.4,Fruit & vegetable consumption (mean daily portions),Female,Glasgow City,-4.21479,55.87649
S12000049,2019,Percent,Percent Of Adults,51,General health questionnaire (GHQ-12): Score 0,Male,Glasgow City,-4.21479,55.87649
S12000049,2018,Percent,Percent Of Adults,4,Summary activity levels: Low activity,Male,Glasgow City,-4.21479,55.87649
S12000049,2019,Percent,Percent Of Adults,12,Self-assessed general health: Bad/Very bad,All,Glasgow City,-4.21479,55.87649
S12000049,2019,Percent,Percent Of Adults,23,Alcohol consumption: Non-drinker,All,Glasgow City,-4.21479,55.87649
S12000049,2019,Percent,Percent Of Adults,86,Any cardiovascular condition: No cardiovascular condition,Male,Glasgow City,-4.21479,55.87649
S12000049,2018,Percent,Percent Of Adults,16,Any cardiovascular condition: Has a cardiovascular condition,All,Glasgow City,-4.21479,55.87649
S12000049,2019,Percent,Percent Of Adults,29,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All,Glasgow City,-4.21479,55.87649
S12000049,2019,Percent,Percent Of Adults,70,Self-assessed general health: Very good/Good,Male,Glasgow City,-4.21479,55.87649
S12000049,2018,Percent,Percent Of Adults,6,Summary activity levels: Low activity,Female,Glasgow City,-4.21479,55.87649
S12000049,2019,Mean,Portions of fruit & vegetables,3.4,Fruit & vegetable consumption (mean daily portions),All,Glasgow City,-4.21479,55.87649
S12000049,2018,Percent,Percent Of Adults,22,Smoking status: Used to smoke regularly,All,Glasgow City,-4.21479,55.87649
S12000049,2018,Percent,Percent Of Adults,25,General health questionnaire (GHQ-12): Score 4+,Female,Glasgow City,-4.21479,55.87649
S12000049,2018,Percent,Percent Of Adults,29,Smoking status: Current smoker,Male,Glasgow City,-4.21479,55.87649
S12000049,2018,Percent,Percent Of Adults,61,Alcohol consumption: Moderate drinker,Female,Glasgow City,-4.21479,55.87649
S12000049,2019,Percent,Percent Of Adults,12,Fruit & vegetable consumption: None,All,Glasgow City,-4.21479,55.87649
S12000049,2019,Percent,Percent Of Adults,37,Overweight: Not overweight or obese,Female,Glasgow City,-4.21479,55.87649
S12000049,2019,Percent,Percent Of Adults,30,Alcohol consumption: Hazardous/Harmful drinker,Male,Glasgow City,-4.21479,55.87649
S12000049,2019,Percent,Percent Of Adults,27,Obesity: Obese,All,Glasgow City,-4.21479,55.87649
S12000049,2018,Percent,Percent Of Adults,10,Fruit & vegetable consumption: None,Female,Glasgow City,-4.21479,55.87649
S12000049,2018,Percent,Percent Of Adults,56,Summary activity levels: Meets recommendations,Female,Glasgow City,-4.21479,55.87649
S12000049,2018,Percent,Percent Of Adults,62,Summary activity levels: Meets recommendations,All,Glasgow City,-4.21479,55.87649
S12000049,2019,Percent,Percent Of Adults,22,Obesity: Obese,Male,Glasgow City,-4.21479,55.87649
S12000049,2019,Percent,Percent Of Adults,21,Smoking status: Used to smoke regularly,Female,Glasgow City,-4.21479,55.87649
S12000049,2018,Percent,Percent Of Adults,24,Obesity: Obese,Male,Glasgow City,-4.21479,55.87649
S12000049,2018,Percent,Percent Of Adults,12,Long-term illness: Non-limiting long-term illness,Female,Glasgow City,-4.21479,55.87649
S12000049,2019,Percent,Percent Of Adults,20,Self-assessed general health: Fair,All,Glasgow City,-4.21479,55.87649
S12000049,2018,Percent,Percent Of Adults,8,E-cigarette use: Currently using,Female,Glasgow City,-4.21479,55.87649
S12000049,2019,Percent,Percent Of Adults,69,Summary activity levels: Meets recommendations,Male,Glasgow City,-4.21479,55.87649
S12000049,2018,Percent,Percent Of Adults,23,General health questionnaire (GHQ-12): Score 4+,All,Glasgow City,-4.21479,55.87649
S12000049,2019,Percent,Percent Of Adults,16,"Provide any regular help or care for any sick, disabled or frail person: Yes",All,Glasgow City,-4.21479,55.87649
S12000049,2019,Percent,Percent Of Adults,83,Doctor-diagnosed asthma: No,All,Glasgow City,-4.21479,55.87649
S12000049,2019,Percent,Percent Of Adults,20,Smoking status: Current smoker,Female,Glasgow City,-4.21479,55.87649
S12000049,2018,Percent,Percent Of Adults,24,Fruit & vegetable consumption: 5 portions or more,Female,Glasgow City,-4.21479,55.87649
S12000049,2019,Percent,Percent Of Adults,23,Smoking status: Current smoker,All,Glasgow City,-4.21479,55.87649
S12000049,2019,Percent,Percent Of Adults,5,Summary activity levels: Low activity,Female,Glasgow City,-4.21479,55.87649
S12000049,2018,Percent,Percent Of Adults,62,Overweight: Overweight (including obese),Male,Glasgow City,-4.21479,55.87649
S12000049,2019,Percent,Percent Of Adults,18,"Provide any regular help or care for any sick, disabled or frail person: Yes",Female,Glasgow City,-4.21479,55.87649
S12000049,2019,Percent,Percent Of Adults,8,Summary activity levels: Some activity,Male,Glasgow City,-4.21479,55.87649
S12000049,2018,Percent,Percent Of Adults,24,Alcohol consumption: Non-drinker,Female,Glasgow City,-4.21479,55.87649
S12000049,2018,Percent,Percent Of Adults,48,Smoking status: Never smoked/Used to smoke occasionally,Male,Glasgow City,-4.21479,55.87649
S12000049,2019,Percent,Percent Of Adults,61,Overweight: Overweight (including obese),All,Glasgow City,-4.21479,55.87649
S12000049,2019,Percent,Percent Of Adults,10,Self-assessed general health: Bad/Very bad,Male,Glasgow City,-4.21479,55.87649
S12000049,2019,Percent,Percent Of Adults,32,Obesity: Obese,Female,Glasgow City,-4.21479,55.87649
S12000049,2019,Percent,Percent Of Adults,82,Doctor-diagnosed asthma: No,Male,Glasgow City,-4.21479,55.87649
S12000049,2019,Percent,Percent Of Adults,13,Long-term illness: Non-limiting long-term illness,All,Glasgow City,-4.21479,55.87649
S12000049,2019,Percent,Percent Of Adults,42,Overweight: Not overweight or obese,Male,Glasgow City,-4.21479,55.87649
S12000049,2018,Percent,Percent Of Adults,20,Self-assessed general health: Fair,Male,Glasgow City,-4.21479,55.87649
S12000049,2018,Percent,Percent Of Adults,23,Smoking status: Used to smoke regularly,Male,Glasgow City,-4.21479,55.87649
S12000049,2018,Percent,Percent Of Adults,31,General health questionnaire (GHQ-12): Score 1-3,All,Glasgow City,-4.21479,55.87649
S12000049,2018,Percent,Percent Of Adults,38,Overweight: Not overweight or obese,Female,Glasgow City,-4.21479,55.87649
S12000049,2018,Percent,Percent Of Adults,12,Summary activity levels: Some activity,Female,Glasgow City,-4.21479,55.87649
S12000049,2018,Percent,Percent Of Adults,25,Smoking status: Current smoker,All,Glasgow City,-4.21479,55.87649
S12000049,2019,Percent,Percent Of Adults,14,"Provide any regular help or care for any sick, disabled or frail person: Yes",Male,Glasgow City,-4.21479,55.87649
